,var1,var2,ground_truth,truth_ab,truth_ba,context,var1_desc,var2_desc
pair0085, Time of measurement, Protein content of milk, R,1,0,"Description of pair0085:

This data set is extracted from that for the milk protein trial used by Verbyla and Cullis (1990).  The original data set consists of assayed protein content of milk samples taken weekly from each of 79 cows.  The cows were randomly allocated to one of three diets: barley, mixed barley-lupins, and lupins, with 25, 27, and 27 cows in the three groups, respectively.  Measurements were taken for up to 19 weeks, but there were 38 drop-outs from week 15 onwards, corresponding to cows who stopped producing milk before the end of the experiment.

We removed the missing values (drop-outs) in the data set: we did not consider the measurements from week 15 onwards, which contain many drop-outs, and we discarded the cows with drop-outs before week 15.  Finally, the data set contains 71 cows and 14 weeks.  Furthermore, we re-organized the data set to see the relationship between the milk protein and the time to take the measurement:

X : time to take weekly measurements (from 1 to 14).

Y : protein content of the milk produced by each cow at time X.


Group truth: 

X -> Y.


Remark:

Here we do not consider the effect of the diets on the protein content.  Note that rigorously speaking, X, together with the diets, causes Y.

The original data set is available at
http://www.maths.lancs.ac.uk/Software/Oswald/


Reference:
A. P. Verbyla and B. R. CullisSource, ""Modelling in Repeated Measures Experiments"", Journal of the Royal Statistical Society. Series C (Applied Statistics), Vol. 39, No. 3(1990), pp. 341-356.
","The ""Time of Measurement"" refers to the specific point or period during the study when data is collected, in this case, the weekly intervals at which the protein content of milk produced by each cow was measured over a span of 14 weeks.","The protein content of milk refers to the concentration of essential amino acids present in the milk, which is a key factor in determining its nutritional value and quality, and can be influenced by various factors such as the cow's diet and lactation period."
pair0086, Size of apartment, Monthly rent, R,1,0,"First column:  size in m^2 of appartment/room
Second column: monthly rent in EUR

Data from kamernet.nl, gathered by Joris Mooij in 2007

UPDATE v1.0: We removed two instances, with respectively size == 0 and rent == 1
","The size of an apartment, measured in square meters (m^2), refers to the total floor area within the apartment's interior perimeter, including all rooms and interior spaces.","Monthly rent refers to the regular payment, expressed in Euros, made by a tenant to a landlord for the use of a specific apartment or room, as per the data collected from kamernet.nl by Joris Mooij in 2007."
pair0087, Temperature, Total snow, L,0,1,"Whistler Daily Snowfall (from http://www.mldata.org/repository/data/viewslug/whistler-daily-snowfall/)

Historical daily snowfall data in Whistler, BC, Canada over the period July 1 1972 to December 31 2009. Measured at top of Whistler Gondola: Latitude: 50Â°04'04.000"" N Longitude: 122Â°56'50.000"" W Elevation: 1835.00 m 

Two attributes were selected: 
X = MeanTemp (deg Celsius)
Y = TotalSnow (cm)

Common sense tells us that X causes Y (with maybe very small feedback of Y on X). Confounders are present (e.g., day of the year).

X-->Y
","Temperature is a physical quantity that expresses the degree of heat or cold in a body or environment, often measured in degrees Celsius, Fahrenheit, or Kelvin.","Total Snow is the cumulative measurement of snowfall in centimeters recorded at the top of Whistler Gondola, Whistler, BC, Canada, during a specified time period."
pair0088, Age, Relative spinal bone mineral density, R,1,0,"x = age
y = Relative Spinal bone mineral density

Source:

""bone"" data set from http://cran.r-project.org/web/packages/ElemStatLearn/ElemStatLearn.pdf

We obtained and preprocessed the data using the following R commands:

install.packages('ElemStatLearn')
library(ElemStatLearn)
boneuniq = bone[1,]
for( i in 2:dim(bone)[1] ) { 
  if( bone[i,1] != bone[i-1,1] ) { 
    boneuniq <- rbind(boneuniq,bone[i,])
  } 
}
write.table(boneuniq[,c(2,4)],file='/tmp/bone.csv',row.names=FALSE,col.names=FALSE)
remove.packages('ElemStatLearn')

For the preprocessing, we only take the first measurement for each child, and 
selected only the columns ""age"" and ""spnbmd"" (Relative Change in Spinal BMD).

","Age is a numerical variable representing the length of time a person has lived, often measured in years, and is commonly used in biomedical research to study its effects on various health parameters, such as bone mineral density.","Relative spinal bone mineral density (spnbmd) is a measure of the amount of mineral content in the spinal bone relative to its size, which can indicate bone strength and the risk of osteoporosis or fractures."
pair0089, root decomposition Oct (grassl), root decomposition Oct (grassl), L,0,1,"x = Mass loss OCTOBER 2012 in %
y = Mass loss APRIL 2012 in %

Fine root decomposition data. 150 Litterbags containing fine roots were put underground to
study decomposition rates in different ecosystems. This data set contains all experiments done in forests.
y denotes the mass loss 6 months after the start of the experiment.
y denotes the mass loss 1 year after the start of the experiment.
Plots with missing data were excluded.

Data taken from
Solly et al (2014). Factors controlling decomposition rates of fine root litter in temperate forests and grasslands. Plant and Soil, 382(1-2), 203-218.

Common sense tells us that at a certain point in time the total material decomposed depends on the amount decomposed at an earlier point in time.

y --> x
","Root decomposition Oct (grassl) refers to the percentage of mass loss in fine root litter observed in grassland ecosystems in October, six months after the start of the decomposition experiment.","Root decomposition Oct (grassl) refers to the percentage of mass loss in fine root litter observed in grassland ecosystems in October, six months after the start of the decomposition experiment."
pair0090, root decomposition Oct (forest), root decomposition Oct (forest), L,0,1,"x = Mass loss OCTOBER 2012 in %
y = Mass loss APRIL 2012 in %

Fine root decomposition data. 150 Litterbags containing fine roots were put underground to
study decomposition rates in different ecosystems. This data set contains all experiments done in grasslands.
y denotes the mass loss 6 months after the start of the experiment.
y denotes the mass loss 1 year after the start of the experiment.
Plots with missing data were excluded.

Data taken from
Solly et al (2014). Factors controlling decomposition rates of fine root litter in temperate forests and grasslands. Plant and Soil, 382(1-2), 203-218.

Common sense tells us that at a certain point in time the total material decomposed depends on the amount decomposed at an earlier point in time.

y --> x
","Root decomposition in October (forest) refers to the percentage of mass loss from fine root litter in forest ecosystems, measured one year after the start of the decomposition experiment.","Root decomposition in October (forest) refers to the percentage of mass loss from fine root litter in forest ecosystems, measured one year after the start of the decomposition experiment."
pair0091, clay cont. in soil (forest), soil moisture, R,1,0,"x = Clay content in soil (in gram per g/kg)
y = Soil moisture at 10cm depth (in %)

Data taken from 150 forest plots. Plots with missing data were excluded.

The clay content in a soil is one determinant of how much water a soil can hold.

Reference:
Solly et al (2014). Factors controlling decomposition rates of fine root litter in temperate forests and grasslands. Plant and Soil, 382(1-2), 203-218.

x --> y
","The clay content in forest soil, quantified in grams per kilogram, is a key factor influencing the soil's moisture retention capacity at a depth of 10cm, as evidenced in a study of 150 forest plots.","Soil moisture refers to the percentage of water contained within the soil, typically measured at a specific depth, which in this case is 10cm, and is influenced by various factors including the clay content of the soil."
pair0092, organic carbon in soil (forest), clay cont. in soil (forest), L,0,1,"x = Organic C content in soil (in g Carbon/kg)
y = Clay content (in g/kg)

Data taken from 150 forest plots. Plots with missing data were excluded.

The clay content in a soil is one determinant of how much carbon can be accumulated in a soil.

Reference:
Solly et al (2014). Factors controlling decomposition rates of fine root litter in temperate forests and grasslands. Plant and Soil, 382(1-2), 203-218.

y --> x
","Organic carbon in forest soil is the carbon component of soil organic matter, influenced by various factors including clay content, and is integral to processes like decomposition and nutrient cycling.","Clay content in forest soil is a quantifiable measure, expressed in grams per kilogram (g/kg), which influences the soil's capacity to accumulate organic carbon, thereby playing a crucial role in soil fertility and ecosystem functioning."
pair0093, precipitation, runoff, R,1,0,"x = average precipitation over 1948 to 2004 in mm/day
y = average runoff in over 1948 to 2004 mm/day

Precipitation and runoff data over 438 river catchments in the US. We deleted 6 catchments where runoff data had missing values. 
Daily values were downloaded and averaged over the whole available time period (1948-2004).

Source:

""MOPEX"" data set (http://www.nws.noaa.gov/ohd/mopex/mo_datasets.htm)

Data can be downloaded from ftp://hydrology.nws.noaa.gov/pub/gcip/mopex/US_Data/Us_438_Daily/


Common sense tells us that precipitation is the largest driver of runoff with some confounders such as catchment characteristics.
 
x --> y","Precipitation is a key hydrological process involving the fall of water, in various forms, from the atmosphere to the Earth's surface, significantly influencing the amount of runoff in a given area.","Runoff is the movement of water, primarily resulting from precipitation, that flows over the land surface, infiltrates into the ground, or is stored in water bodies, influencing the water cycle and catchment hydrology."
pair0094, hour of day, temperature, R,1,0,"Information for pair0094:

x = hour of the day
y = temperature in degree celsius

Source:

The data come from a regional energy distributor in Turkey and was obtained from S. Armagan Tarim and Steve Prestwich on June 11 2015.

Common sense tells us that temperature depends on the hour of the day.
 
x --> y 
","The ""hour of the day"" is a time measurement unit that divides a single day into 24 equal parts, each representing a specific period within a 24-hour cycle, and is often used to analyze patterns or changes in various phenomena over the course of a day.","Temperature, in this context, refers to the measure of heat intensity in the environment, expressed in degrees Celsius, which varies according to the hour of the day."
pair0095, hour of day, electricity load, R,1,0,"Information for pair0095:

x = hour of the day
y = load: the total electricity consumption in a region of Turkey in ""MWh""

Source:

The data come from a regional energy distributor in Turkey and was obtained from S. Armagan Tarim and Steve Prestwich on June 11 2015.

The hour of the day defines what people usually do, if they are sleeping, cooking, watching TV etc. Hence the energy consumption is driven by the hour of the day.
 
x --> y 
","The 'hour of the day' is a time unit representing a specific hour within a 24-hour day, which significantly influences human activities and consequently affects the energy consumption in a given region.","Electricity load refers to the total amount of electrical power consumed in a specific region at a given time, in this case, measured in Megawatt hours (MWh) in a region of Turkey, with the consumption patterns largely influenced by the hour of the day and associated human activities."
pair0096, temperature, electricity load, R,1,0,"Information for pair0096:

x = temperature in degree celsius
y = load: the total electricity consumption in a region of Turkey in ""MWh""

Source:

The data come from a regional energy distributor in Turkey and was obtained from S. Armagan Tarim and Steve Prestwich on June 11 2015.

Cold temperatures let people turn on the heating while hot temperatures might trigger them to turn on a fan or air conditioning. 
Generally, temperature affects the use of electricity of humans, while energy consumptions does not directly influence temperature in a region.
 
x --> y 
","Temperature, measured in degrees Celsius in this context, is a quantitative representation of the degree of hotness or coldness in a region, which influences human behaviors such as the use of heating or cooling appliances, thereby affecting the total electricity consumption.","Electricity load refers to the total amount of electrical power consumed in a specific region at a given time, which in this context is influenced by the temperature as changes in weather conditions can affect the use of heating or cooling appliances, thereby impacting energy consumption."
pair0097, speed at the beginning, speed at the end, R,1,0,"Information for pair0097

initial and final speed of a ball on a ball track for children

The data has been recorded by Dominik Janzing using a ball track that has been equipped with two pairs of light barriers. The first pair measures the initial speed
 and the second pair the speed of a ball at some later position of the track. The units of the speeds are arbitrary and differ for both measurements (X and Y) since they are obtained by
inverting the time the ball needed to pass the distance between two light barriers of one pair. 
 
 The initial part of the track 
has large slope. The initial speed is strongly determined by the exact position where the ball is put on the track. For part of the runs, the position of the ball has been chosen by D. Janzing, the other part by a 4-year old child. This should avoid that the variation of the initial position is done in a too systematic way. 

","The speed at the beginning, or initial speed, refers to the velocity of the ball when it is first placed on the track, which is largely influenced by the exact position where the ball is put and the slope of the track.","The final speed of the ball on the track is the velocity measured at a later position on the track, determined by the time it takes for the ball to pass between the second pair of light barriers, with the units being arbitrary and different from the initial speed measurement."
pair0098, speed at the beginning, speed at the end, R,1,0,"Information for pair0098

initial and final speed of a ball on a ball track for children

The data has been recorded by Dominik Janzing using a ball track that has been equipped with two pairs of light barriers. The first pair measures the initial speed
 and the second pair the speed of a ball at some later position of the track. The units of the speeds are arbitrary and differ for both measurements (X and Y) since they are obtained by
inverting the time the ball needed to pass the distance between two light barriers of one pair. 
 
 The initial part of the track (""acceleration zone"")
has large slope. The initial speed is strongly determined by the exact position where the ball is put on the acceleration zone. For part of the runs, the position of the ball has been chosen by D. Janzing, the other part by a 4-year old child. This should avoid that the variation of the initial position is done in a too systematic way. 
The setup is actually the same as for pair0097, but for pair0098 the ball track had a longer acceleration zone, which allows for larger deviations of the initial speed. 

","The speed at the beginning, or initial speed, in this context refers to the velocity of a ball at the start of its journey on a ball track, which is primarily influenced by the exact position where the ball is placed on the track's acceleration zone.","The speed at the end refers to the final velocity of a ball on a track, measured at a later position on the track using a pair of light barriers, with the units being arbitrary and obtained by inverting the time taken for the ball to pass the distance between the two barriers."
pair0099, language test score, social-economic status family, L,0,1,"Dataset 'nlschools' from the R MASS package. 

According to the description in the documentation of the package 
(https://cran.r-project.org/web/packages/MASS/MASS.pdf ):

""Snijders and Bosker (1999) use as a running example a study of 2287 eighth-grade pupils (aged
about 11) in 132 classes in 131 schools in the Netherlands.

Source:
Snijders, T.A.B. and Bosker, R.J. (1999)
'Multilevel Analysis. An Introduction to Basic and Advanced Multilevel Modelling.'
London: Sage.""

We converted the data to a text file by the following R commands:

library('MASS')
write.matrix(nlschools,file='/tmp/nlschools.txt')

X = the first column ('lang', language test score) 
Y = the fifth column ('SES', social-economic status of pupil's family) column. 

We consider SES to be one of the causes of lang, but note that selection bias may be
present (via the choice of the classes and schools).

","The language test score ('lang') in the 'nlschools' dataset from the R MASS package represents the performance of eighth-grade pupils on a language proficiency test in the Netherlands, which is potentially influenced by factors such as the socio-economic status of the pupil's family.","Social-economic status of a family (SES) is a comprehensive measure that assesses a family's societal standing based on various factors including income, education level, and occupation."
pair0100, cycle time of CPU, performance, R,1,0,"Dataset 'cpus' from the R MASS package. 

According to the description in the documentation of the package 
(https://cran.r-project.org/web/packages/MASS/MASS.pdf ):

""A relative performance measure and characteristics of 209 CPUs.

Source:
P. Ein-Dor and J. Feldmesser (1987) 
'Attributes of the performance of central processing units: a relative performance prediction model.'
Comm. ACM. 30, 308â€“317""

We converted the data to a text file by the following R commands:

library('MASS')
write.matrix(cpus,file='/tmp/cpus.txt',sep=',')

X = logarithm of the second column ('syct', cycle time in nanoseconds)
Y = logarithm of the seventh column ('perf', published performance on a benchmark mix relative to an IBM 370/158-3)

We consider syct to be one of the causes of perf.

","The cycle time of a CPU, represented as 'syct' in the 'cpus' dataset from the R MASS package, refers to the duration taken by a CPU to execute a single instruction cycle, measured in nanoseconds, which can influence the overall performance of the CPU.","Performance, in the context of central processing units (CPUs), refers to the efficiency and speed at which a CPU can execute tasks, often measured relative to a benchmark, such as the IBM 370/158-3 in this dataset."
pair0101, grey value of a pixel, brightness of the screen, R,1,0,"Information for pair0101:

Brightness of screen

This is from an experiment that has been performed to generate an example of a cause-effect relation
that is clearly unconfounded.

First column (x): grey value of a pixel that is chosen randomly from a fixed image. The grey value
is displayed by the color of a square on a computer screen

Second column (y): light intensity seen by a photo diode placed several centimeters away from the screen.  

More precisely, the light intensity is measured by the 
Adafruit TSL2591 High Dynamic Range Digital Light Sensor connected to an Arduino microcontroler. 
https://learn.adafruit.com/adafruit-tsl2591/wiring-and-test

The measurement has been performed by D. Janzing in August 2016.

","The grey value of a pixel refers to the intensity of a pixel in a grayscale image, where higher values indicate brighter shades and lower values represent darker shades.","The brightness of the screen refers to the light intensity emitted by a pixel on a computer screen, which can be quantified using tools like the Adafruit TSL2591 High Dynamic Range Digital Light Sensor."
pair0102, position of a ball, time for passing a track segment, R,1,0,"Information for pair0102:

position vs. passing time

pair0102, pair0103, pair0104 are taken from the same run of an experiment at a ball track for children at which some sensors have been mounted to measure the following parameters:

variable 1: position on the ball track where the ball starts
variable 2: time interval between passing the first and the second light barrier.
variable 3: time interval between passing the third and the fourth light barrier.

The initial part of the track (""acceleration zone"")
has large slope, therefore the initial position is decisive for the speed the ball  gets when it rolls downwards. Therefore and because of the order of the light barriers we have the following causal chain:

variable 1 ---> variable 2 --> variable 3 

here we have x= variable 1, y= variable 2

The data has been measured by D. Janzing in August 2016. 


","The position of a ball, in this context, refers to the initial location on the ball track from where the ball begins its descent, which significantly influences the speed it attains while rolling downwards due to the track's steep slope.","Time for passing a track segment refers to the measured duration it takes for a ball to traverse between two designated points, or light barriers, on a ball track, which can be influenced by the ball's initial position and subsequent acceleration."
pair0103, position of a ball, time for passing a track segment, R,1,0,"Information for pair0102:

position vs. passing time

pair0102, pair0103, pair0104 are taken from the same run of an experiment at a ball track for children at which some sensors have been mounted to measure the following parameters:

variable 1: position on the ball track where the ball starts
variable 2: time interval between passing the first and the second light barrier.
variable 3: time interval between passing the third and the fourth light barrier.

The initial part of the track (""acceleration zone"")
has large slope, therefore the initial position is decisive for the speed the ball  gets when it rolls downwards. Therefore and because of the order of the light barriers we have the following causal chain:

variable 1 ---> variable 2 --> variable 3 

here we have x= variable 1, y= variable 3

The data has been measured by D. Janzing in August 2016. 


","The position of a ball, in this context, refers to the initial location on the ball track from where the ball begins its descent, a factor that significantly influences the speed the ball gains as it rolls downwards due to the track's steep slope.","The concept of time for passing a track segment refers to the measured duration it takes for a ball to traverse between two designated points (light barriers) on a ball track, which is influenced by the initial position and resultant speed of the ball."
pair0104, time for passing 1. segment, time for passing 2. segment, R,1,0,"Information for pair0102:

position vs. passing time

pair0102, pair0103, pair0104 are taken from the same run of an experiment at a ball track for children at which some sensors have been mounted to measure the following parameters:

variable 1: position on the ball track where the ball starts
variable 2: time interval between passing the first and the second light barrier.
variable 3: time interval between passing the third and the fourth light barrier.

The initial part of the track (""acceleration zone"")
has large slope, therefore the initial position is decisive for the speed the ball  gets when it rolls downwards. Therefore and because of the order of the light barriers we have the following causal chain:

variable 1 ---> variable 2 --> variable 3 

here we have x= variable 2, y= variable 3

There is an important difference to pair0097 and pair0098 where the variables where given by the
inverse of the time (i.e. the speed) to pass a pair of light barriers. Here we report the time itself.


The data has been measured by D. Janzing in August 2016. 


","The time for passing the 1st segment, denoted as variable 2, refers to the measured time interval between when the ball passes the first and second light barriers on the ball track, which is influenced by the initial position of the ball due to the track's large slope.","The time for passing the 2nd segment, denoted as variable 3, refers to the time interval measured between the ball passing the third and fourth light barriers on the ball track during the experiment."
pair0105, pixel vector of a patch, total brightness at the screen, R,1,0,"Information for pair0105:

Brightness of screen

This is from an experiment that has been performed to generate an example of a cause-effect relation
that is clearly unconfounded. Patches of size 3x3 pixel are randomly drawn from a fixed black and white image. The patch is then displayed
as an image of size about several centimeter. A photo diode is placed several centimeter away from the screen at a position where the light intensity is dominated by the patch. 
(More precisely, the light intensity is measured by the 
Adafruit TSL2591 High Dynamic Range Digital Light Sensor connected to an Arduino microcontroler. 
https://learn.adafruit.com/adafruit-tsl2591/wiring-and-test).
pair0101 is based on the same experimental setting, but there the `patches' have size 1 x 1 pixel. 

First column (x): pixel vector of grey values of the patch.

Second column (y): light intensity seen by a photo diode placed several centimeters away from the screen.  


The measurement has been performed by D. Janzing in August 2016.

","A pixel vector of a patch refers to the array of grey values assigned to each pixel within a selected 3x3 area of an image, representing the brightness level of each pixel.","The total brightness at the screen refers to the cumulative light intensity emitted from a displayed image patch, measured in terms of grey values of the patch, and detected by a photo diode placed at a certain distance from the screen."
pair0106, time required for one round, voltage, L,0,1,"Information for pair0106:

Speed of an electric toy locomotive


This is from an experiment where an electric toy locomotive (Maerklin) passes one round at different speeds, controlled by varyring voltage.
The time required by the locomotive has been measured by a pair of light barriers.  The voltage has been varied by manually changing the control knob
of a transformer and measured by the analog input of an Arduino after sending the electric AC voltage through a rectifier.  

First column (x): time required for passing one round   

Second column (y): electric voltage 


The measurement has been performed by D. Janzing in February 2017.

","The time required for one round refers to the duration it takes for the electric toy locomotive to complete a single circuit, with this duration being influenced by the varying voltage levels applied to the locomotive.","Voltage, in this context, refers to the electric potential difference measured in volts, which was manually adjusted using a transformer to control the speed of an electric toy locomotive in an experiment conducted by D. Janzing in February 2017."
pair0107, strength of contrast, answer correct or not, R,1,0,"Information for pair0107:

Direction of Gabor patches

The data set is from a psychophysics experiments with human subjects. A screen shows tilted Gabor patches (which are patterns of stripes
frequently used as stimuli in psychological experiments), either tilted to the left or to the right. The subject are asked to infer the direction, while the patches are shown with stronger or weaker contrast. The variable X describes the contrast values ranging from 0.0150 to 0.0500 in steps of 0.0025. The variable Y is a binary indicating whether the direction has been identified correctly (Y=1) or not (Y=0). For low values of the contrast the fraction of correct decisions approaches chance level (50%).


First column (x): contrast

Second column (y): answer correct or not

The data set has been recorded by Heiko SchÃ¼tt in 2014. 


","The strength of contrast refers to the difference in visual properties that makes an object distinguishable from other objects and the background, often measured in terms of light and dark values, and in the context of this data set, it is quantified in values ranging from 0.0150 to 0.0500, influencing the visibility of the Gabor patches and the subject's ability to correctly identify their direction.","""Answer correct or not"" is a binary variable (Y) in the dataset, indicating whether the human subjects in the psychophysics experiment correctly identified the tilt direction of Gabor patches (Y=1) or not (Y=0), with the performance accuracy potentially influenced by the contrast value of the patches."
pair0108, time for 1/6 rotation, temperature, L,0,1,"Information for pair 108:

This pair shows the dependence of the inverse velocity and the temperature of the heat bath of a Striling engine. The engine is
driven by a cup of hot water that is put underneath.
The inverse velocity is measured by the time needed for the engine's wheel for 1/6 rotation (because the wheel has 6 radius arms). 
The temperature is measured by a sensor that was put into the cup. 



First column (x): time for 1/6 rotation

Second column (y): temperature in Degree Celsius

The data set has been recorded by Dominik Janzing in 2017


","The time for 1/6 rotation refers to the duration required for the wheel of a Stirling engine to complete one-sixth of a full rotation, serving as a measure of the engine's inverse velocity.","Temperature is a quantitative measure of heat or coldness of a body or an environment, expressed in degrees, and it influences physical properties and behaviors such as the rate of chemical reactions or the efficiency of a Stirling engine."
